id,title,company,city,salary_min,salary_max,days_posted,title_short,seniority
12463614,Data Analyst Sales (m/w/d),BusinessBike GmbH,Herzogenaurach,49000,68000,,Data analyst,
12433847,Operations Analyst / Business Analyst – Planning & Operations / Data Analyst Capacity Management / Demand & Capacity Analyst,DOT GmbH,Rostock,39000,62000,,Business analyst,
12442527,"Aktuar / Mathematiker / Data Analyst (m/w/d) für das Pricing Sach-, Haftpflicht und Unfallversicherung",RheinLand Versicherungs AG,Neuss,65000,95000,4,Data analyst,
12447989,Data Analyst - Integration von Datenbanken (m/w/d),EOS Holding,Hamburg,53000,73000,4,Data analyst,
12449934,Referent / Data Analyst technisches Reinsurance-Accounting (m/w/d),Allianz Versicherungs-AG,Unterföhring bei München,53000,91000,4,Data analyst,Senior
12464003,Data Analyst*in,Landeshauptstadt Düsseldorf,Düsseldorf,53000,71000,,Data analyst,
12457058,Datenanalyst / Data Analyst - Business Intelligence (m/w/d),Best4Tires GmbH,Höhr-Grenzhausen (bei Koblenz),,,,Data analyst,
12424720,Data Analyst / Controller (m/w/d),Nutwork Handelsgesellschaft mbH,Hamburg,46000,68000,7,Data analyst,
12394951,Data Analyst - HR (w/m/d) in Vollzeit oder Teilzeit,Personalwerk GmbH,Karben,50000,60000,1,Data analyst,
12395764,Data Analyst (m/w/d) Mobilfunk,CHECK24,Köln,54000,73000,1,Data analyst,
12348990,Analytics Engineer/ Data Analyst (m/w/d),beegy GmbH,Mannheim,46500,77100,7,Data engineer,
12390272,Data Analyst (m/w/d),Basics GmbH,Leverkusen,44000,61000,2,Data analyst,
12455928,Data Analyst (w/m/d) Datenmanagement & Data Governance,Bw Bekleidungsmanagement GmbH,Köln,65000,75000,2,Data analyst,
12382690,Data Analyst (m/w/d),Ströer Media Solutions GmbH,"Hamburg, Köln, München",45000,65000,3,Data analyst,
12450124,Data Analyst Sales & Service Potentials (all genders),BNP Paribas S.A.,München,61000,84000,3,Data analyst,
12450121,Data Analyst (m|w|d),PwC Strategy& (Germany) GmbH,"Düsseldorf, Frabkfurt a.M.",,,3,Data analyst,
12445223,Business Data Analyst (m/w/d),ecotel communication ag,Düsseldorf,63000,84000,4,Business analyst,
12445899,Working Student | Data Analyst - Corporate Audit (m/f/d),TRATON SE,München,,,4,Data analyst,Intern
12445018,Financial Data Analyst (m/w/d) - Compliance,IDS GmbH - Analysis and Reporting Services,München,57000,78000,3,Data analyst,
12445419,Business Process Data Analyst (m/w/d)*,Schleswig-Holstein Netz GmbH,"Rendsburg, Quickborn bei Hamburg",,,5,Business analyst,
12286660,Data Analyst | AI-Verhandlungen (w/m/d),Otto GmbH & Co. KGaA,Hamburg,,,6,Data analyst,
12370689,Data Analyst/ Product Owner Reporting (m/w/d),Rote Liste Service GmbH,Frankfurt am Main,41000,66000,6,Data analyst,
12382205,Praktikum Business Data Analyst Controlling,Lidl Stiftung & Co. KG,Neckarsulm,,,3,Business analyst,Intern
12365291,Data Analyst (m/w/d) Human Resources,Creditplus Bank AG,Stuttgart,53000,73000,7,Data analyst,
12432420,"Data Analyst mit Schwerpunkt Geodaten (w/m/d) im Referat „monetäre Umweltökonomische Gesamtrechnungen, Nachhaltigkeitsberichterstattung“ (G25)",Statistisches Bundesamt,Bonn,4629,6635,7,Data analyst,
12426514,Qualitätsingenieur / Data-Analyst (w/m/d),Ilsenburger Grobblech GmbH,Ilsenburg,41000,70000,7,Data analyst,
12355140,Controller/Data Analyst (m/w/d),true fruits GmbH,Bonn,44000,67000,7,Data analyst,
12362041,Business und Data Analyst (m/w/d),B&O Service AG,"Berlin, München",49000,78000,7,Business analyst,
12366043,Industry Analyst / Data Scientist - Market Growth & Financial Modelling,Adobe Systems Europe Limited,"Munich, Bavaria, Germany, Remote, Germany",38000,72000,7,Data analyst,
12382331,IT Data Analyst Palantir Foundry (w/m/d),Netze BW GmbH,"Stuttgart,Karlsruhe",59000,80000,3,Data analyst,
12438080,HR Data Analyst (m/w/d),WERTGARANTIE Group,Hannover,53000,73000,7,Data analyst,
12350466,Data Analyst – Chatbot & Voicebot (w/m/d),ING Deutschland,Frankfurt am Main,50000,71000,7,Data analyst,
12415825,Data Analyst Campaigning (w/m/d),freenet DLS GmbH,Hamburg,46000,62000,7,Data analyst,
12414946,Data Analyst Operations (d/w/m),BavariaDirekt,"Berlin, München",60000,90000,7,Data analyst,
12431549,Praktikum Forschung & Entwicklung – Data Analyst & Data Enthusiast in Künzelsau,Würth Deutschland,Künzelsau,,,7,Data analyst,Intern
12351365,Business Intelligence-/Data Warehouse-Analyst/Entwickler (m/w/x),expert Warenvertrieb GmbH,Langenhagen bei Hannover,43000,67000,7,Business analyst,
12413239,Business/Data Analyst (m/w/d) im Konzerncontrolling,Wüstenrot & Württembergische AG,Kornwestheim,46000,67000,7,Business analyst,
12208215,Data Analyst Pricing & Business Insights (m/w/d),KHS GmbH,Dortmund,48000,79000,21,Business analyst,
12351421,Junior Business Intelligence-/Data Warehouse-Analyst/Entwickler (m/w/x),expert Warenvertrieb GmbH,Langenhagen bei Hannover,42000,67000,7,Business analyst,Junior
12398590,Junior Data Analyst – HR (w/m/d) in Vollzeit oder Teilzeit,Personalwerk GmbH,Karben,40000,50000,1,Data analyst,Junior
12249287,Data Analyst Innovations- und Produktmanagement (m/w/d),DAT Deutsche Automobil Treuhand GmbH,Ostfildern,48000,65000,14,Data analyst,
12010114,Data Analyst Facility Management (m/w/d),Schwarz Corporate Solutions,Neckarsulm,45000,64000,14,Data analyst,
12355241,Data Analyst (m/w/d) – Power BI Consultant,Energieversum GmbH & Co. KG,Steinhagen,54000,65000,7,Data analyst,
12387525,(Junior) Data Analyst (m/w/d),Malteser in Deutschland,Köln,47000,61000,2,Data analyst,Junior
12317650,Working Student Data Analyst (m/f/d),Experteer GmbH,München,,,14,Data analyst,Intern
12290762,Quality Technician / Data Analyst (m/w/d),Adient Metal Forming Technologies GmbH,Solingen,44000,61000,5,Data analyst,
12372994,Senior Data Analyst - KI & Automatisierung (m/w/d),WUND HOLDING GmbH,Titisee-Neustadt,47000,72000,6,Data analyst,Senior
12372978,Senior Data Analyst - KI & Automatisierung (m/w/d),WUND HOLDING GmbH,Sinsheim,47000,72000,6,Data analyst,Senior
12372988,Senior Data Analyst - KI & Automatisierung (m/w/d),WUND HOLDING GmbH,Euskirchen,45000,69000,7,Data analyst,Senior
12450244,Data-Analyst (w/m/d) im E-Commerce,DAS FUTTERHAUS – Franchise GmbH & Co. KG,Elmshorn,46000,62000,3,Data analyst,
12431956,Data Analyst / Spezialist Data Analytics als Operations Expert (m/w/d),VR Payment GmbH,Frankfurt am Main,51000,84000,7,Data analyst,Senior
12365637,Data- und Business-Analyst (w/m/d) private KFZ-Versicherung,VHV Gruppe,Hannover,48000,65000,7,Business analyst,
12431470,(Junior) Data Analyst (w/m/d),MSR Consulting Group GmbH,Köln,40000,51000,7,Data analyst,Junior
11800242,Data Analyst (m/w/d),AVAT Automation GmbH,Tübingen,47200,74600,21,Data analyst,
12435995,Data Analyst & Developer for A320 Family Customer Line (all genders),Adecco Personaldienstleistungen GmbH,Hamburg,,,7,Data analyst,
12435075,Senior Professional Data und BI Analyst (m/w/d),Hays – Interne Karriere bei Uns,"Mannheim, Frankfurt am Main, Köln, München, Stuttgart",65000,90000,7,Data analyst,Senior
12453530,SAP Business Analyst Schwerpunkten Master Data & Finance (w/m/d),VHV Gruppe,Hannover,59000,80000,3,Business analyst,
12464014,Datenanalyst Ressourcen- und Performancesteuerung (w/m/d),EnBW Energie Baden-Württemberg AG,Stuttgart,60000,81000,,Data analyst,
12401659,Datenanalyst Finanzen (w/m/*),GEFA BANK GmbH,Wuppertal,46000,61000,,Data analyst,
12332223,BI & Data Analyst – HR-Software (SaaS),d.vinci HR-Systems GmbH,Hamburg,60000,80000,7,Data analyst,
12221457,Data Warehouse Business Analyst:in / Data Modeler,HDI AG,Hannover,56000,77000,14,Business analyst,
12364127,Referent*in Forschungsdatenmanagement / Data Steward (m/w/d),TH Köln,Köln,52000,74000,7,,Senior
12181054,Data Analyst (m/w/d) mit Schwerpunkt Power BI & SQL,Zeppelin Rental GmbH,Garching bei München,53000,71000,28,Data analyst,
12413567,Datenanalystin/Datenanalyst (w/m/d),Rechnungshof des Landes Baden- Würtemberg,"Karlsruhe, Fellbach, Freiburg, Tübingen",43000,62000,7,Data analyst,
12372871,IT-Systemkoordinator & Datenanalyst (m/w/d),BECKER + PARTNER Personalberatung u. Managementberatung für den Mittelstand,Grevenbroich,45000,70000,3,Data analyst,
12423607,Strategischer Datenanalyst (w/m/d) am Standort Düsseldorf,Kassenärztliche Vereinigung Nordrhein,Düsseldorf,46000,58000,7,Data analyst,
11737947,Business Analyst (m/w/d) - im Team Data Science Solutions,Markant Gruppe,Offenburg,54000,74000,7,Business analyst,
12425801,Data Steward (w/m/d),DELO Industrie Klebstoffe GmbH & Co. KGaA,Windach bei München,57000,83000,7,,
12399774,Entwicklungsingenieur/Data Scientist IoT Sensorik (w/m/d) – befristet für 24 Monate,EagleBurgmann Germany GmbH & Co. KG,Wolfratshausen nahe München,,,,Data scientist,
12463403,Data Scientist (m/w/d) Schwerpunkt KI,PreZero Service Deutschland GmbH & Co. KG,Wesseling,66000,88000,1,Data scientist,
12425575,Data Steward (w/m/d) Quality Management,B. Braun Melsungen AG,Melsungen,62000,83000,7,,
12315284,Biostatistician / Data Manager V&V (m/f/d),ORGENTEC Diagnostika GmbH,Mainz,44000,64000,1,,
12395091,Data Scientist (w/m/d),50Hertz Transmission GmbH,Berlin,61000,81000,1,Data scientist,
12308813,Data Scientist (m/w/d) im Finanzbereich (Document Understanding),BMS Corporate Solutions GmbH,"Düsseldorf, Home-Office",55000,76000,1,Data scientist,
12394503,Data Scientist (m/w/d),emetriq GmbH,Hamburg,57000,78000,1,Data scientist,
12402253,Power BI / Business Intelligence Entwickler (m/w/d),Aon,"Mülheim an der Ruhr, Hamburg",58000,80000,,Business Intelligence,
12416121,Data Steward (m/w/d) für die biomedizinische Forschung in der Core Facility Research Data Management,Universitätsklinikum Bonn,Bonn,,,7,,
12401787,Business Intelligence Specialist (m/w/d),Gleiss Lutz,Stuttgart,53000,68000,,Business Intelligence,
12387376,Data Scientist Klinische Daten & KI-Modellentwicklung (m/w/d),BEC Robotics,Magdeburg,4032,6252,2,Data scientist,
12332415,Business Analyst (m/w/d) Team Data Science,TRUUCO GmbH,"Frankfurt am Main, Karlsruhe",42000,61000,7,Business analyst,
12401759,Business Intelligence Developer (m/w/d),hagebau Handelsgesellschaft für Baustoffe mbh & Co. KG,Soltau,48000,62000,,Business Intelligence,
12395575,Business Intelligence Specialist (m/w/d),CBR Fashion GmbH,Isernhagen bei Hannover,48000,69000,1,Business Intelligence,
12304106,Mathematiker / Statistiker (m/w/d) Datenmanagement,Continentale Krankenversicherung a.G.,Dortmund,56000,77000,2,,
12447757,Policy Data Scientist (w/m/d) für die evidenzbasierte Politikberatung,Technopolis Deutschland GmbH,"Frankfurt am Main, Berlin",47000,69000,3,Data scientist,
12442814,Business Intelligence Analyst (m/w/d),delta pronatura - Dr. Krauss & Dr. Beckmann KG,Egelsbach bei Frankfurt am Main,1,2,4,Business analyst,
12118655,Business Intelligence Spezialist - Data Warehouse / SAP / Dashboards (m/w/d),bott GmbH & Co. KG,Gaildorf,55000,82000,3,Business Intelligence,
12389858,Marktanalyst / Marketing Manager – Schwerpunkt Marktanalyse (m/w/d),IPG Automotive GmbH,Karlsruhe,43000,64000,2,,
12456008,Marktanalyst / market analyst (w/m/d) - befristet auf zwei Jahre,ENERVIE - Südwestfalen Energie und Wasser AG,Hagen,,,2,,
12454074,BI-Entwickler*in (IBM Cognos Analytics) für den Aufbau eines Forschungsinformationssystems (m/w/d),Ruhr-Universität Bochum,Bochum,,,3,,
12369457,Data Engineer / Data Scientist (m/w/d) Remote / NRW,PAKi Logistics GmbH,Ennepetal,43000,64000,6,Data engineer,
12431735,Business Intelligence Analyst (w/m/d) - Value Chain Management,TARGOBANK,Düsseldorf,56000,76000,7,Business analyst,
12463529,Data Consultant (m/w/d) Qlik Sense / Python / R / SQL,expertum GmbH,Waldenburg,,,1,,
12367436,Data Scientist - Category Management und Pricing (m/w/d),Kaufland,Heilbronn,61000,88000,7,Data scientist,
12445324,Business Intelligence Developer (m/w/d),ecotel communication ag,Düsseldorf,65000,86000,4,Business Intelligence,
12217699,Datenanalyst Logistik (m/w/d),Wella Germany GmbH,Weiterstadt,41000,56000,14,Data analyst,
12434046,Data Scientist R&D (m/w/d),LANXESS Deutschland GmbH,Köln,73000,96000,7,Data scientist,
12450653,(Junior) Mitarbeiter*in im Collateral Management in Teilzeit – befristet bis 31.03.2027,Union Investment,Frankfurt am Main,,,3,,Junior
12425825,Data Transformer & Scientist / Analyst (w/m/d),enua Pharma GmbH,Köln,43000,66000,7,Data analyst,
12401544,Data Policy & Compliance Analyst (f/m/x),ZEISS,Oberkochen (Baden-Württemberg),,,,Data analyst,
12356216,"Statistiker, Biometriker, Mathematiker oder Ökonometriker (m/w/d)",Ecker + Ecker GmbH,Hamburg,47000,68000,7,,
12271521,Data Scientist (m/w/d) für unser Controlling,DAMPSOFT GmbH,Damp,56000,71000,7,Data scientist,
12362506,Senior Business Data Analyst (m/w/d),DZR Deutsches Zahnärztliches Rechenzentrum GmbH - Dr. Güldener Gruppe,Stuttgart,71000,94000,7,Business analyst,Senior
12268264,Senior Data Scientist / Senior AI Engineer (mwd),HMS Analytical Software GmbH,Berlin,55000,83000,7,Data engineer,Senior
12370366,"Data Engineer/BI-Entwickler (m/w/d) MS-SQL, Power BI/SSRS",dvs - Deutscher Versand Service GmbH,Ratingen,40000,61000,6,Data engineer,
12405260,(Senior) Data Analyst Personalisierung & Loyalty (m/w/d),REWE Group,Köln,49000,82000,,Data analyst,Senior
12333410,Senior Data Scientist / Data Engineer Capital Markets m/w/d,DZ BANK AG,Frankfurt am Main,63000,99000,14,Data engineer,Senior
12369664,Biostatistiker*in (m/w/d) in der Kinder- und Jugendmedizin,Universitätsklinikum Carl Gustav Carus Dresden,Dresden,,,7,,
12431765,Inhouse Material Master Data Consultant (w/m/d),SICK AG,Waldkirch (bei Freiburg),65000,86000,7,,
12343773,Data Scientist (m/w/d) / Analyst Consultant (m/w/d),Rottendorf Pharma GmbH,Ennigerloh,59000,83000,7,Data analyst,
12398614,(Senior) Data-Analyst (w/m/d) in Voll- oder Teilzeit,TARGOBANK,Düsseldorf,56000,89000,1,Data analyst,Senior
12364234,Business Intelligence Specialist (m/w/d),LTS Lohmann Therapie-Systeme AG,Andernach,58000,79000,7,Business Intelligence,
12265255,"Aktuar*in/ Mathematiker*in/ Statistiker*in – Risikomodellierung, Pricing und Methodenentwicklung",Gothaer Konzern,Köln,61000,91000,7,,
12389570,Psycholog:in / Sozialwissenschaftler:in (m/w/d) Evaluation und Hochschulstatistik,Hochschule RheinMain,Wiesbaden,4444,6321,2,,
12336512,Business Intelligence Analyst (m/w/d),GOLDBECK GmbH,Bielefeld,52000,65000,7,Business analyst,
12450460,Microsoft Power BI Specialist (m/w/d),Löwenstein Medical SE & Co. KG,Bad Ems,46000,73000,3,,
12251707,Data Scientist Marketing (m/w/d),Dr. Ausbüttel & Co. GmbH,Dortmund,55000,73000,7,Data scientist,
12336617,Data Scientist (m/f/d),Liebherr-Digital Development Center GmbH,Ulm,50000,69000,7,Data scientist,
12335658,Physiker (m/w/d) als Data Scientist / Algorithmenentwickler im Bereich EMAT,Rosen Technology & Research Center GmbH,"Lingen, Osnabrück",51000,69000,7,Data scientist,
11588690,Data Scientist (m/w/d) zur Auswertung und Analyse von komplexen Messdaten,Rosenxt Group,Lingen (Ems),57000,74000,7,Data analyst,
12335662,Physiker (m/w/d) als Data Scientist / Algorithmenentwickler im Bereich Wirbelstrom,Rosen Technology & Research Center GmbH,"Lingen, Osnabrück",51000,69000,7,Data scientist,
12382026,Vermessungstechniker (m/w/d) als Senior GIS-Operator - befristet bis 30.10.2027 -,Mainova AG,Frankfurt am Main,,,4,,Senior
12443759,Global Master Data Steward (m/w/x),ZEISS,Oberkochen (Baden-Württemberg),,,4,,
12327510,Data Scientist (m/w/d) - Customer and Sales,Wüstenrot & Württembergische AG,Kornwestheim,54000,79000,14,Data scientist,
12372970,Statistiker (m/w/d) Klinische Studien,AMS Advanced Medical Services GmbH,"Mannheim, München",42000,80000,6,,
12341734,Business Intelligence Developer (m/w/d),GOLDBECK Betonelemente Vöhringen GmbH,Vöhringen,47000,70000,7,Business Intelligence,
12372968,Biostatistiker (m/w/d) Health Technology Assessment (HTA),AMS Advanced Medical Services GmbH,"Mannheim, München",42000,80000,7,,
12336037,Business Intelligence Developer (m/w/d),GOLDBECK GmbH,Bielefeld,59000,75000,7,Business Intelligence,
12330913,(Junior) Analyst Marktforschung - Technische Datenanalyse (m/f/d),Statista GmbH,Hamburg,43000,62000,14,Data analyst,Junior
12438054,Ausbildung zum Fachangestellten für Markt und Sozialforschung (w/m/d),MSR Consulting Group GmbH,Köln,,,7,,Intern
12372953,Senior Data Analyst & Tracking Expert (m/w/d),TERRITORY GmbH,München,54000,74000,6,Data analyst,Senior
12215853,Business Intelligence Analyst (w/w/d),EWS GmbH & Co. KG,Handewitt,43000,63000,21,Business analyst,
12355221,Senior Data Analyst BI (m/w/d),Droege Group,Kaarst bei Düsseldorf,70000,90000,6,Data analyst,Senior
12208326,"Data Scientist (m/w/d) – Schwerpunkt Mathematik, Statistik & Naturwissenschaften",ISBA Informatik Service-GmbH,Hamburg,3700,4700,21,Data scientist,
12354579,Full-Stack Data Analytics/Data Science Expert im Competence Center Digital Accelerator (d/m/w/x),Mercedes-Benz AG,Stuttgart,,,7,,Senior
11713765,Data Scientist / KI-Expert:in im Team Advanced Analytics,Vonovia,bundesweit,50000,78000,7,Data scientist,Senior
12354581,Senior Full-Stack Data Analytics/Data Science Expert im Competence Center Digital Accelerator (d/m/w/x),Mercedes-Benz AG,Stuttgart,,,7,,Senior
12215730,Senior BI Data Engineer (m/w/d) in einem Cloud-Native-Stack,PROSOZ Herten GmbH,"Home Office, bundesweit - Frankfurt am Main, Berlin, Dresden, München, Leipzig, Köln, Düsseldorf",53000,85000,21,Data engineer,Senior
11857777,Lead Data Scientist (m/w/d),AP Sensing GmbH,Böblingen bei Stuttgart,58000,79000,7,Data scientist,Lead
12413165,(Senior) BI Analyst / Analytics Engineer (m/w/d),auxmoney GmbH,Düsseldorf,57000,81000,7,,Senior
12413606,Azure Data Platform & BI Expert (m/w/d) als Freelancer,oyora GmbH,Berlin,,,7,,Senior
12422058,Senior Data Analyst Insurance (m/w/d),Verivox GmbH,"Leipzig, Berlin, München",45000,67000,7,Data analyst,Senior
12349359,Senior Data Analyst:in (w/m/d),Stiftung Kinder forschen,Berlin-Mitte,,,7,Data analyst,Senior
11920554,(Senior) Data Analyst - Commerce Content / Affiliate Marketing (f/m/d),Bauer Media Group,Hamburg,52000,83000,7,Data analyst,Senior
12143924,Geospatial Data Scientist with expertise in  remote sensing,GAF AG,München,,,21,Data scientist,Senior
12178614,BI-Specialist (Business Intelligence) (m/w/d),Schwer Fittings GmbH,Denkingen bei Tuttlingen,50421,76630,28,Business Intelligence,
7864143,Physiker/ Mathematiker/ Naturwissenschaftler als Berater im Bereich Datenintegration (m/w/d),Senacor Technologies AG,"Berlin, Bonn, Frankfurt, Hamburg, München, Nürnberg, Wien",40400,71300,28,,
12350522,Senior Data Analyst (d/w/m),ZEIT Verlagsgruppe,Hamburg,,,21,Data analyst,Senior
12273418,Data Analyst (m/w/d),TIQ Solutions GmbH,"04 Leipzig, Deutschland",34000,49000,7,Data analyst,
12195753,Data Scientist (m/w/d) - Data Analytics Expert,Ratbacher GmbH,Bielefeld,59000,77000,21,Data scientist,Senior
11627057,Senior Data Scientist * Generative AI,valantic Software & Technology Innovations GmbH,Eschborn (bei Frankfurt),61000,86000,3,Data scientist,Senior
12395473,(Senior) Data Scientist mit Schwerpunkt Forecasting (m/w/d),EDEKA ZENTRALE Stiftung & Co. KG,Hamburg,56000,85000,1,Data scientist,Senior
12459359,Senior Data Scientist,Adobe Systems Europe Limited,"Hamburg, Hamburg, Germany",48000,79000,2,Data scientist,Senior
12253343,Stellenangebot Data Analyst Accounting (m/w/d) bei 2IG Jobportal,ACB-GmbH,"Wiesbaden, Deutschland",38000,56000,7,Data analyst,
12372825,Senior Analyst Market and Pricing Insights (m/w/d),Biotest AG,Dreieich,66000,88000,6,,Senior
11289694,Senior Business Intelligence Developer (m/w/d),abcfinance GmbH,Köln,60000,81000,1,Business Intelligence,Senior
12386303,Senior Data Scientist (all genders),Flaconi GmbH,Berlin-Charlottenburg,65000,92000,3,Data scientist,Senior
12372992,Senior Data Scientist (m/w/d) in Münster,H. Gautzsch Firmengruppe,Münster,61000,82000,7,Data scientist,Senior
12263536,CRM Manager & Data Analyst (w/m/d) job at Idana AG in Munich,Idana AG,"München, Deutschland",39000,63000,7,Data analyst,
12409389,Data Analyst - Business Intelligence (m/w/d),Kath. Kirchengemeinde St. Peter und Paul Höhr-Grenzhausen,"56 Höhr-Grenzhausen, Deutschland",40000,57000,7,Business analyst,
12254120,Werkstudent:in als Data Analyst (m/w/d) (20 Stunden pro Woche in Hamburg),adlicious GmbH,"Hamburg, Deutschland",,,7,Data analyst,Intern
12150492,Senior Data Scientist mit Schwerpunkt Ökonometrie/ Predictive Analytics (gn*),Ernsting’s family,Coesfeld-Lette bei Münster,70000,90000,5,Data scientist,Senior
12442228,Senior Business Intelligence Analyst (m/w/d),DACHSER SE,Kempten,,,5,Business analyst,Senior
11602249,Senior Data Scientist (m/w/d),S-Payment GmbH - Ein Unternehmen der DSV-Gruppe,Berlin,80000,90000,6,Data scientist,Senior
11602653,Senior Data Scientist (m/w/d),S-Payment GmbH - Ein Unternehmen der DSV-Gruppe,"Stuttgart, Frankfurt am Main",80000,90000,6,Data scientist,Senior
12432988,(Senior) Data Scientist (m/w/d) InsurTech,CHECK24,Hamburg,61000,93000,7,Data scientist,Senior
12382756,Business Analyst - E-Mobility (all genders),chargecloud GmbH,Köln,49000,68000,3,Business analyst,
12463732,Senior Expert BI Consulting (m/w/d),OBI Group Holding SE & Co. KGaA,Wermelskirchen,61000,93000,,,Senior
12438354,Senior Business Intelligence Developer (m/w/d),abcfinance GmbH,Köln,63000,84000,7,Business Intelligence,Senior
12349922,(Senior) Data Scientist im Bereich Product Governance (m/w/d),Baader Bank AG,Unterschleißheim bei München,57000,91000,7,Data scientist,Senior
12412077,(Senior) Data Scientist (Python) (m/w/d),corpuls - GS Elektromedizinische Geräte G. Stemple,Kaufering,55000,83000,7,Data scientist,Senior
12278504,(Senior) Business Intelligence Spezialist (m/w/d),S-Servicepartner Deutschland GmbH,"Berlin, Hamburg",48000,78000,7,Business Intelligence,Senior
11119152,Senior Data Scientist (m/w/d) – Risikomodelle,Sparkassen Rating und Risikosysteme GmbH,Berlin,64000,86000,14,Data scientist,Senior
12328056,(Senior) Data Scientist – Telematik (w/m/d),HUK-COBURG Versicherungsgruppe,Coburg,61000,91000,14,Data scientist,Senior
10475189,(Senior) Data Scientist Analytics (m/w/d),REWE Group,Köln,57000,91000,14,Data scientist,Senior
12329919,Project Manager Data Science & Engineering m/w/d,Phoenix Contact GmbH & Co. KG,Blomberg,73000,96000,14,Data engineer,
12221367,(Senior) Data Scientist (gn) Internationales Team,Control Expert GmbH,Langenfeld,57000,86000,21,Data scientist,Senior
12221303,(Senior) Data Scientist (gn) with Spanish language skills,Control Expert GmbH,Düsseldorf,59000,89000,14,Data scientist,Senior
10285116,Senior IT Consultant Big Data (m/w/d) Schwerpunkt Splunk,Consist Software Solutions GmbH,"bundesweit, Home-Office",55000,73000,7,,Senior
12422253,Senior Market Analyst (m/f/d) - Cementitious Materials,EP Power Minerals GmbH,Dinslaken,53000,72000,7,,Senior
11877012,Conversion Rate Optimierung & Datenanalyst (m/w/d),Tante-E GmbH,"Köln, Deutschland",37000,58000,1,Data analyst,
12342797,Senior Business Intelligence Developer (m/w/d),DIS AG,Köln,,,7,Business Intelligence,Senior
12465873,Data Analyst (m/f/d),Baobab Insurance GmbH,"Berlin, Germany",38000,55000,,Data analyst,
12384881,Business Process Analyst - Master Data Management (w/m/d),Theodor Hartmann GmbH,"Heidenheim an der Brenz, Deutschland",42000,65000,3,Business analyst,
12167958,Data Analyst (m/f/d),PAUL Tech AG,Berlin,39000,55000,1,Data analyst,
12305031,Data Analyst (m/f/d) in Mannheim,PAUL Tech AG,"Mannheim, Germany",38000,58000,2,Data analyst,
12305038,Data Analyst (m/f/d) in Berlin,PAUL Tech AG,"Berlin, Germany",38000,55000,2,Data analyst,
12326136,Senior Market Analyst Gas/LNG (f/m/d),Uniper SE,Düsseldorf,64000,86000,14,,Senior
12465451,Data Scientist - Essen - Machineseeker Group GmbH,Machineseeker Group GmbH,"Essen, Deutschland",44000,62000,1,Data scientist,
12443901,DATA ANALYST SCHWERPUNKT BI (m/w/d),BORA - Lüftungstechnik GmbH,Raubling,38000,51000,4,Data analyst,
12300724,"Business Data Analyst, Remote Job, February 2025",Sumsub GmbH,"Berlin, Germany",41000,61000,4,Business analyst,
12425157,Datenanalyst für Handel-und Konsumgüterbereich (m/w/d) in Vollzeit,Gruppe Nymphenburg Consult AG,"München, Deutschland",36000,58000,7,Data analyst,
12213905,"Data Analyst (m/f/d) job at PAUL Tech AG in Berlin, BERLIN",PAUL Tech AG,10178 Berlin DE,39000,55000,6,Data analyst,
12213806,"Data Analyst (m/f/d) job at PAUL Tech AG in Mannheim, BADEN-WüRTTEMBERG",PAUL Tech AG,68159 Mannheim DE,41000,58000,6,Data analyst,
12425827,Commercial Analyst / Business Partner (w/m/d),enua Pharma GmbH,Köln,44000,66000,7,Business analyst,
12386400,Analytics Engineer (w/m/d),KALORIMETA GMBH,Hamburg,70000,80000,2,,
12466348,Statistiken der EKD,v. Bodelschwinghsche Stiftungen Bethel,"49 Dissen am Teutoburger Wald, Deutschland",38000,54000,,,
12466353,Statistiken der EKD,Hoffnungstaler Stiftung Lobetal – JMD Barnim-Oberhavel,"15 Reichenwalde, Deutschland",40000,58000,,,
12208869,Data Analyst (m/f/d),PAUL Tech AG,Mannheim,41000,58000,7,Data analyst,
12400695,Statistiken der EKD,v. Bodelschwinghsche Stiftungen Bethel,"37671 Höxter, Deutschland",40000,60000,,,
12466105,Statistiken der EKD,Altenpflegeheim Ansgarstift,"Neumünster, Deutschland",38000,55000,,,
12399926,Statistiken der EKD,Hoffnungstaler Stiftung Lobetal,"Blütenberg, 16244, Deutschland",46000,65000,1,,
12367438,Data Analyst (m/w/d) Schwerpunkt BI,BORA - Lüftungstechnik GmbH,Raubling,39000,55000,7,Data analyst,
12466303,Statistiken der EKD,Eiderheim Wohnheim für behinderte Menschen - Flintbek,"An d. Bahn 100, 24220 Flintbek, Deutschland",38000,55000,1,,
12396500,Statistiken der EKD,Hoffnungstaler Stiftung Lobetal,"16348 Wandlitz-Klosterfelde, Deutschland",36000,54000,1,,
12397763,Statistiken der EKD,Diakonisches Werk - Stadtmission Dresden e.V.,"Radebeul, Deutschland",36000,54000,1,,
12396637,Statistiken der EKD,Evangelische Heimstiftung Baden GmbH - Adam-Rauscher-Haus,"Tauberbischofsheim, Deutschland",,,1,,
12393772,Statistiken der EKD,Rummelsberger Stift Leipheim,"89340 Leipheim, Deutschland",46000,69000,1,,
12397780,Statistiken der EKD,Diakonisches Werk - Stadtmission Dresden gGmbH Ruheheim Dresden-Bühlau,"01 Dresden-Bühlau, Deutschland",37000,54000,1,,
12394514,Statistiken der EKD,Ev. Stiftung Alsterdorf,"Alsterdorf, 22 Hamburg-Nord, Deutschland",40000,63000,1,,
