id,title,company,city,salary_min,salary_max,days_posted,title_short,seniority
11938802,Mechatroniker - Elektroniker - Industriemechaniker (m/w/d) für die Fachabteilung Instandhaltung (Mechatroniker/in),RF Plast GmbH,Gunzenhausen am Altmühlsee,31000,40000,14,,
12023730,Elektriker/Elektroniker Instandhaltung (m/w/d) (Elektroniker/in - Automatisierungstechnik),Schondelmaier GmbH Presswerk,Gutach (Schwarzwaldbahn),31000,54000,14,,
11999566,Senior Consultant Cloud Data Engineering (m/w/d),Collaboration Betters The World GmbH,Frankfurt,53000,73000,2,Data engineer,Senior
12405255,Indirect Demand Specialist - Germany,Netflix Services Germany GmbH,"Berlin, Germany",37000,60000,,,
12322801,Mitarbeiter für die Analytik im Labor (m/w/d),NovoPlan GmbH,Aalen Württemberg,30000,43000,14,,
12172571,Chemielaborant/-in (m/w/d) (Chemielaborant/in),SRS - Meeder Synthetic Resin Systems GmbH,Hemmingstedt,30000,40000,14,,
12438026,"Wholesale Credit Risk, Loan Loss Forecasting – Vice President (all genders)",J.P. Morgan AG,"Frankfurt a. Main, Germany",,,7,,
12318875,Logopäde / Akadem. Sprachtherapeut (m/w/d),Lebenshilfe Bad Segeberg und Umgebung gGmbH,Lebenshilfe Bad Segeberg,32000,44000,14,,
12318520,SAP SD Senior Functional Consultant (m/f/d),BIT Consulting GmbH Business Information Technology,"Freiburg im Breisgau, Germany",46000,71000,14,,Senior
12315959,Logopäde (m/w/d) (Logopäde/Logopädin),Heilpädagogisches Zentrum der Caritas Maximilian-Kolbe-Schule,Lichtenfels Bayern,32000,41000,14,,
12397122,Clinical Data Manager (m/w/d) Life Science (Teilzeit),X-act Cologne Clinical Research GmbH,Köln,42000,60000,1,,
12328505,"Contract Logistik Manager, AMXL 3PL FC (m/w/d)",Amazon Europe Core,München,57000,88000,14,,
12397114,Clinical Data Manager (m/w/d) Life Science (Vollzeit),X-act Cologne Clinical Research GmbH,Köln,42000,60000,1,,
12314417,Ausgebildeter Dolmetscher/Übersetzer mit Unterrichtserfahrung,ProfeS - Gesellschaft für Bildung und Kommunikation mbH,Germersheim,,,14,,
12417171,PreMaster Program | Product Management for Sensors,Bosch Gruppe,Reutlingen,,,7,,
12433330,Head of Marketing (m/w/d),Education partners GmbH,"Home-Office, Berlin, München, Lippstadt, Wien",46000,64000,7,,Lead
12172485,Sprachtherapeut/in,Praxis für Sprachtherapie und Legasthenie Katja Unsenos,Selm,31000,40000,14,,
12207980,Senior Product Manager / Product Lead (m/w/d),IVU Traffic Technologies AG,Berlin,65000,91000,21,,Senior
12464294,Senior Sales System Manager (m/f/d) - limited for 12 months,Danone Deutschland GmbH,"München, Nürnberg, Frankfurt am Main",95000,115000,,,Senior
12356115,Strategic Partner Manager - m/f/d,Dun & Bradstreet Deutschland GmbH,60327,85000,97000,7,,
12018964,CTA / Chemielaborant (w/m/d),QIMA Testing (Germany) GmbH,Hamburg,31000,45000,14,,
12405892,Leitender Techniker für Brandmeldetechnik (m/w/d),Esah Gmbh,Mühldorf,39000,56000,14,,
11497752,Senior Software-Entwickler * C++ für Business-Solutions,valantic Software & Technology Innovations GmbH,Eschborn bei Frankfurt,70000,95000,3,,Senior
12415390,(Senior) Product Manager / Product Owner (m/w/d) Mobile Apps,Verivox GmbH,"Berlin, München, Heidelberg, Leipzig",51000,95000,7,,Senior
12372524,PerformanceMarketing Manager (OneFootball TV on Web),Onefootball GmbH,"Berlin, Germany",41000,58000,6,,
12392304,(Senior) Gobal Account Executive - Strategic Customer Program MEE (f/m/d),SAP SE,"Walldorf, DE, 69190",50000,84000,2,,Senior
12366567,Head of Customer Success - Weather and Climate Data SaaS (f/m/d),Meteomatics GmbH,"Berlin, Germany",48000,69000,7,,Lead
12330081,CTA / Chemielaborant für die Probenbeurteilung (w/m/d),QIMA Testing (Germany) GmbH,Hamburg,31000,45000,14,,
12388222,Remote Senior Product Manager - Data Services presso Liveperson,LivePerson Germany GmbH,"Mannheim, Germany",45000,70000,2,,Senior
11780776,Elektroniker als Servicetechniker im Aussendienst (m/w/d) (Elektroniker/in - Betriebstechnik),PA Propan & Ammoniak Anlagen GmbH,Salzgitter,31000,44000,14,,
12453814,Senior Marketing Manager Kampagnenmanagement (m/w/d) befristet (Elternzeitvertretung),INFOMOTION GmbH,"Frankfurt-am-Main, Köln",60000,70000,2,,Senior
12458567,Teamlead Data (m/w/d),clicks digital GmbH,Dresden,51000,71000,2,,Lead
12356042,"Senior Program Manager, EUAIR Safety",Amazon Europe Core,Leipzig,58000,87000,7,,Senior
12446231,Area Manager (m/w/d),Amazon Europe Core,Bad Hersfeld,61000,98000,4,,
12333042,Studiengangmanager (w/m/d) für die Studiengänge der Fakultät AMP,Technische Hochschule Nürnberg Georg Simon Ohm,Nürnberg,20000,22450,14,,
12400661,Junior Quality Specialist (m/f/d),Wepa Hygieneprodukte GmbH,Arnsberg bei Dortmund,41000,59000,,,Junior
12448588,"Senior Tax Manager, Transfer Pricing (m/f/d) - REF81022T",Continental AG,"Frankfurt am Main, Hannover",88000,113000,3,,Senior
12433117,B2B Digital Marketing Manager,ProBioGen AG,Berlin,46000,64000,7,,
12463283,Senior Mobile Developer:in (m/w/d) - Android,STRABAG BRVZ GmbH & Co. KG,"Köln, Stuttgart",60000,83000,,,Senior
12224429,(Senior) Projektmanager – Solution Engineering / Logistikplanung (m/w/d),BLG Logistics Group AG & Co. KG,"Bremen, Bremerhaven, Oldenburg, Hamburg, Hannover",50000,90000,14,,Senior
12333007,"Head of Global Operations Excellence (f/m/d) Berlin, Erlangen",Trench Group GmbH,"Berlin, Erlangen",52000,91000,7,,Lead
12446240,Product Owner (m/w/d) – KI-Lösungen in der Kundenberatung,BMS Corporate Solutions GmbH,"bundesweit, Home-Office",60000,90000,4,,
12434285,Data Manager,QIMA Testing (Germany) GmbH,Münster,40000,58000,7,,
12402060,Senior IT-Projektmanager/in (w/m/d),Pico Engineering GmbH,"Home-Office, bundesweit",60000,90000,,,Senior
12446305,Senior Operations Manager (m/w/d),Amazon Europe Core,Erfurt,49000,77000,5,,Senior
11415361,"Lead Developer * (Java, Spring) für agile Softwareentwicklung im Umfeld Elektromobilität",valantic Software & Technology Innovations GmbH,Eschborn (bei Frankfurt),75000,100000,3,,Lead
12455249,Remote Senior Product Manager - Data Services chez Liveperson,LivePerson Germany GmbH,"Mannheim, Germany",45000,70000,3,,Senior
11921387,Head of Data Science (d/f/m),Entrix GmbH,Munich,73000,96000,3,,Lead
12131427,Senior Software Engineer - Mainframe (m/w/d),Sopra Steria,"bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München",72000,100000,7,,Senior
12343398,Bereichsleitung (m/w/d) Business Intelligence,Senator Executive Search Partners GmbH – Köln2,"bundesweit, Hamburg, München",140000,160000,7,Business Intelligence,
10851165,Manager Corporate Operational Excellence Projects - Industry 4.0 (f/m/x),ZEISS,Oberkochen  (Baden-Württemberg),,,14,,
12453894,Senior Controller (m/w/d) Customer Profitability,Creditplus Bank AG,Stuttgart,67000,89000,2,,Senior
12358946,Head of IT & Azure Cloud (m/w/d),Hays – Working for your tomorrow,Berlin,80000,100000,7,,Lead
12426321,Business Development Manager - Datenanalyse und Künstliche Intelligenz im Public Sector (m/w/d),Bundesdruckerei-Gruppe,Berlin,62000,83000,7,Data analyst,
12302110,"Senior Manager, AI & Data",Elgato,"Munich, Germany",56000,93000,3,,Senior
12450830,Senior Controller (m/w/d) – IT-Beratungsunternehmen,INFOMOTION GmbH,"Frankfurt am Main, Köln",90000,110000,3,,Senior
12402725,Clinical Project Manager (f/m/d),Schwabe Group,Karlsruhe,4199,8105,1,,
12401661,Process Manager - Financial Accounting,Boehringer Ingelheim,Ingelheim am Rhein,69000,91000,,,
12386502,Teamleiter/in Finanzen und Recht (w/m/d),Pico Engineering GmbH,Region Hannover,45000,60000,,,Lead
12413800,Werkscontroller (m/w/d),Hays – Working for your tomorrow,Lutherstadt Wittenberg,46000,64000,7,,
11642578,(Senior) Manager Aktuar - Unternehmensberatung (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,"Frankfurt, München, Köln, Hamburg, Stuttgart, Düsseldorf, Hannover, Ulm",,,7,,Senior
10845721,Senior Software Engineer * für Cloud-native Java Entwicklung im Umfeld Elektromobilität,valantic Software & Technology Innovations GmbH,Eschborn (bei Frankfurt),65000,85000,3,,Senior
12351397,IT Asset & Configuration Manager (m/w/d),HR-Recruiting Services GmbH,Bundesweit,52000,72000,7,,
12448201,Shift Manager in Lahntal,Amazon Europe Core,Lahntal,,,3,,
12448233,Junior Logistik Manager in Knüllwald,Amazon Europe Core,Knüllwald,54000,80000,3,,Junior
12448247,Junior Logistik Manager in Friedrichsdorf,Amazon Europe Core,Friedrichsdorf bei Frankfurt,54000,80000,3,,Junior
12235740,Senior Java Developer (f/m/d),1&1 Mail & Media,München,63000,83000,14,,Senior
12351417,Performance Marketing Manager - Focus on SEA & PPC France (m/f/d),rapidmail GmbH,"Berlin, Freiburg",43000,60000,7,,
12383969,Homeoffice Senior Product Manager - Data Services at Liveperson,LivePerson Germany GmbH,"Mannheim, Germany",45000,70000,3,,Senior
12343019,Senior IT-Projektmanager (m/w/d),ENERCON,"Magdeburg, Bremen, Mannheim, Aurich bei Emden",65000,102000,7,,Senior
12373188,Sales Manager (m/w/d) Metering,VIVAVIS AG,Ettlingen,40000,60000,7,,
12384844,Homeoffice Senior Product Manager - Data Services na Liveperson,LivePerson Germany GmbH,"Mannheim, Germany",45000,70000,4,,Senior
12394606,(Senior) Online Marketing Manager Display Advertising (m/w/d),BILD,Berlin,42000,64000,1,,Senior
12313562,Business Development Manager – Healthcare Services (m/w/d) Information-Services für die internationale Pharmaindustrie,IQVIA Commercial GmbH & Co. OHG,Frankfurt am Main,77000,93000,1,,Intern
11746817,Planungsleiter (w/m/d) Infrastruktur Entwässerungsplanung,Drees & Sommer SE,"Stuttgart, München, Frankfurt, Berlin, Köln, Hamburg",,,7,,
12452820,Product Excellence Manager,Sinch Germany GmbH,"Hybrid, Munich, Bavaria, Germany",40000,66000,3,,
12396116,Area Manager (m/w/d),Amazon Europe Core,Moosburg an der Isar,62000,98000,1,,
12088962,Senior Delivery Manager - Data (m/f/d),Omio Travel GmbH,Berlin,46000,65000,4,,Senior
12413870,Senior Systems Architect - Interoperability & Standards (all genders),DigitalService GmbH des Bundes,Berlin,85000,95000,7,,Senior
12386747,Project Lead Imaging and Dosimetry (f/m/d),ITM Isotope Technologies Munich SE,Garching bei München,54000,74000,2,,Lead
12405254,Senior Java Engineer (f/m/d),SAP SE,"Berlin, DE, 10557",56000,76000,,,Senior
12422439,IT Continuity Manager (m/w/d),HR-Recruiting Services GmbH,Bundesweit,,,7,,
12305701,Product Owner/Koordinator Sourcing (Agentur) (m/w/d) | OMCGMK,Atruvia AG,Münster,76000,109000,2,,
11647730,(Senior) Manager - SAP Daten Migration (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,"Berlin, München, Hamburg, Köln, Frankfurt, Stuttgart, Düsseldorf, Mannheim",,,7,,Senior
12399376,Head of Global Procurement (m/f/d),Arethia Services Germany GmbH & Co. KG,Reinbek,85000,125000,,,Lead
12327698,"Night Shift Area Manager, AMXL Delivery Station (m/w/d)",Amazon Europe Core,Halle,28000,46000,14,,
11747230,Senior Consultant Cloud AWS (m/w/d),Sopra Steria,"bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München",72000,100000,7,,Senior
11747235,Senior Consultant Google Cloud (m/w/d),Sopra Steria,"bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München",72000,100000,7,,Senior
12447073,Remote Senior Product Manager - Data Services at Liveperson,LivePerson Germany GmbH,"Mannheim, Germany",45000,70000,4,,Senior
12240365,Senior IT Systems Administrator(m/w/d),Antech Diagnostics Germany GmbH,Leverkusen,41000,59000,7,,Senior
12329384,Operations Manager (m/w/d),Amazon Europe Core,Eggolsheim,60000,95000,14,,
12445589,Head of IT (m/w/d),univativ GmbH,Darmstadt,67000,88000,4,,Lead
12330301,Area Manager Delivery Ops (m/w/d),Amazon Europe Core,Mannheim,55000,85000,14,,
12330288,"Gruppenleiter, Operations Management (m/w/d)",Amazon Europe Core,Wolfhagen,53000,94000,14,,
12455939,Junior Manager Risk Controlling (m/f/x),Allane SE,"München, Garching bei München",41000,57000,2,,Junior
12337242,Junior Marketing Manager (all),Spairliners GmbH,Hamburg,51000,70000,7,,Junior
12131452,Senior Consultant AI Healthcare (m/w/d),Sopra Steria,"bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München",59000,100000,7,,Senior
12326604,Product Performance Manager (m/w/d),S-Markt & Mehrwert GmbH & Co. KG,"Halle (Saale), Berlin, Hamburg",45000,73000,14,,
12359115,(Junior) Manager Controlling Excellence (m/w/d),Berner Omnichannel Trading Holding SE,"Köln, Künzelsau",48000,84000,7,,Junior
12362896,Senior Manager (m/w/d) Marketing & Sales,Hochschule der Wirtschaft für Management gGmbH (HdWM),Mannheim,,,7,,Senior
12435601,Area Manager Delivery Operations (m/w/d),Amazon Europe Core,Kaiserslautern,61000,98000,7,,
11641811,Senior Consultant Financial Services - Digitale Wirtschaftsprüfung (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,"Bremen, München, Köln, Hamburg, Frankfurt, Düsseldorf, Hannover, Berlin, Mannheim, Münster",,,7,,Senior
12446528,Team Lead Data Engineering (m/f/d),Hopmann | Marketing Analytics Inh. Jörg Hopmann,"Munich, Germany",54000,88000,4,Data engineer,Lead
12371330,Senior Full Stack Entwickler:in (d/m/w) - Remote,Haufe Group SE,"Freiburg im Breisgau, Leipzig",49000,77000,6,,Senior
12365806,Senior Global Payroll and Time Management Expert (f/m/div.),Bosch Gruppe,München,74000,107000,7,,Senior
12359117,Manager Controlling Excellence (m/w/d),Berner Omnichannel Trading Holding SE,"Köln, Künzelsau",62000,84000,7,,
12305835,Projektmanager in innovativen Technologieprojekten (m/w/d),TWT GmbH Science & Innovation,Stuttgart,57000,84000,1,,
12355806,Process Manager (m/w/d),GEBHARDT Fördertechnik GmbH,Sinsheim,54000,86000,7,,
12330642,Projektmanager Marktforschung & Datenanalyse (m/w/d),Ströer Media Deutschland GmbH,Köln,51000,69000,14,Data analyst,
12432409,Geschäftsführer Operations | COO (m/w/d),Kienbaum Consultants International GmbH,Leipzig,,,7,,
11938779,Senior Solution Customer Success Manager (f/m/d) for SAP Business AI,SAP SE,"Eschborn, DE, 65760",50000,70000,14,,Senior
11938773,Senior Solution Customer Success Manager (f/m/d) for SAP Business AI,SAP SE,"Hamburg, DE, 20148",52000,71000,14,,Senior
11647236,(Senior) Manager Public Sector - Finanzen und Controlling (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,"Berlin, München, Hamburg, Frankfurt am Main, Düsseldorf",,,7,,Senior
12394547,Tax Manager (m/f/d),Rimowa GmbH,Köln,40000,80000,2,,
12447873,Strategic Program Manager Transformation (m/w/d),MABANAFT GmbH & Co. KG,Hamburg,68000,90000,3,,
11641787,(Senior) Manager Financial Services - Digitale Wirtschaftsprüfung (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,"Berlin, München, Köln, Hamburg, Frankfurt, Düsseldorf, Hannover, Bremen, Mannheim, Münster",,,7,,Senior
12303936,Go-to-Market Manager Europe (f/m/d),Rhenus Group,Holzwickede (59439),58000,78000,3,,
12372598,People Operations Coordinator (m/f/d),IRONMAN®,Liederbach,40000,45000,6,,
12316586,Product Owner Vermögen und Eigenkapital (m/w/d) | BPRVUE,Atruvia AG,"Karlsruhe, Münster, München",76000,109000,,,
12286357,Data Centre – Design Manager (m/f/d),AECOM International Inc.,Frankfurt,51000,71000,5,,
12390289,(Experienced) Software Engineer (m/f/d),BAUHAUS,Mannheim,62000,83000,2,,Senior
12421746,Senior Internal Auditor (m/f/d),adidas AG,Herzogenaurach,50000,69000,7,,Senior
12261950,Data & Content Manager Travel (m/f/d),inventia Inh. Stephanie Gräf,"Essen, Germany",32000,48000,7,,
12303764,Digital Campaign and Content Manager (all genders),Almato AG,"Stuttgart, Reutlingen",55000,78000,2,,
12192656,Portfoliomanager / Fondsmanager - Aktien und Multi-Asset (m/w/d),Hamburger Sparkasse,Hamburg,75000,101000,21,,
12381117,Produktportfolio Manager/Roadmanager Liquidität (m/w/d) | DBALIQ,Atruvia AG,"Karlsruhe, Münster",76000,109000,4,,
12395030,(Junior) Produktmanager (m/w/d) KI-gestützte Produktentwicklung Kreditkarte,CHECK24,München,54000,87000,1,,Junior
12402466,Teamleitung Rohstoff- / Wirkstoffanalytik (m/w/d),Dr. Franz Köhler Chemie GmbH,Bensheim,48000,67000,,,Lead
11256392,Senior Consultant / Manager Innovative & Industrial Tech & Platforms (m/w/d),Capgemini Invent,"Berlin, Frankfurt am Main, Hamburg, Köln, München, Stuttgart",62000,93000,3,,Senior
12446245,HR IT Business Manager*,Berenberg,"Hamburg, Frankfurt am Main",55000,80000,5,,
12191864,Senior Berater individuelle Vermögensberatung - Private Banking (m/w/d),Hamburger Sparkasse,Hamburg,69000,92000,21,,Senior
12453502,Principle Project Lead DDIT R&D,"Merck KGaA Darmstadt, Germany",Darmstadt,92000,118000,3,,Lead
12464348,Science Content Manager (f/x/m) - Project Controlling and Management,Höchstleistungsrechenzentrum Stuttgart (HLRS),Stuttgart,4600,6500,1,,
12450842,Testmanager / Lead Tester Beratung (m/w/d) | OMCBVL,Atruvia AG,"Karlsruhe, Münster, Aschheim",76000,109000,3,,Lead
12401281,HR Operations Manager EMEA (m/f/d),Brenntag SE,Essen,48000,66000,,,
12211965,Applikationsmanager*in Urbanes Datenmanagement (m/w/d),Tegel Projekt GmbH,Berlin,54000,74000,21,,
12426474,(Senior) Specialist Export Control (m/f/d),TRATON SE,München,,,7,,Senior
7837685,IT-Projektleiter Automotive (m/w/d),FERCHAU – Connecting People and Technologies,Stuttgart,50000,75000,21,,
12242649,"Product Manager - Identity, Access Management, and Security (m/f/x)",commercetools GmbH,"Berlin, Germany; Valencia, Spain (Hybrid)",40000,60000,14,,
12386224,International POS Manager (m/f/diverse),edding Aktiengesellschaft,Ahrensburg bei Hamburg,60000,70000,2,,Intern
12433224,AI Development Manager (m/w/d),Rosenxt Group,"Lingen, Osnabrück",71000,101000,7,,
12459774,Praktikum Software Development (w/m/d),Deutsche Bahn AG,Berlin,,,2,,Intern
12392383,Pricing Manager (m/w/d) | PSPPPA,Atruvia AG,"Karlsruhe, Münster, Aschheim, Berlin, Frankfurt am Main",56000,93000,1,,
12399367,Product Owner/Koordinator Konten (m/w/d) | DBALIQ,Atruvia AG,Karlsruhe,68000,98000,1,,
9007371,Schichtleiter Empfang (m/w/d),Bellevue Rheinhotel,Boppard,27000,33000,,,
12204685,(IT-)Business Architect (m/w/d),wesernetz Bremen GmbH,Bremen,63000,89000,6,,
12365239,Product Manager (all gender) Revenue Management System,TUI Cruises GmbH,Hamburg,55000,75000,2,,
12063195,"(Senior) Backend Engineer (f/m/d)* - Java, Hamburg (Germany)",Engel & Völkers - Zentrale -,Hamburg,65000,75000,3,,Senior
12399337,Testmanager Kontokorrent (m/w/d) | DBALIQ,Atruvia AG,"Karlsruhe, Münster",60000,88000,1,,
12329964,BA Public Management (wmd) in Mühlhausen,Gemeinde Mühlhausen,"99974 Mühlhausen/Thüringen, Deutschland",32000,51000,14,,
12358102,Senior Instandhaltungstechniker Safety / Arbeitssicherheit - Oelde bei Münster / Bielefeld / Paderborn (m/w/d),Amazon Europe Core,"Oelde bei Münster, Bielefeld, Paderborn",42000,65000,7,,Senior
12398873,Produktmanager Kreditrisiko und Offenlegung (m/w/d) | STBMEW,Atruvia AG,"Aschheim, Karlsruhe, Münster",60000,87000,1,,
12393329,Senior Java Developer / Technical Lead (m/w/d) – Backend-Entwicklung mit Jakarta EE,BARMER,"Wuppertal, Schwäbisch Gmünd, Berlin",68000,111000,1,,Senior
12027279,(Senior) Business Analyst (m/w/d) - Enterprise Integration,Eigenherd GmbH,Hamburg,41000,63000,7,Business analyst,Senior
12442240,Produktmanger Banksteuerung (m/w/d) | STBCOR,Atruvia AG,"Karlsruhe, Aschheim, Münster",76000,109000,5,,
12456998,Junior Prozessmanager*in Governance (in Voll- oder Teilzeit) – Direkteinstieg PLUS,Union Investment,Frankfurt am Main,51000,68000,3,,Junior
12004256,(Senior) Multicontrolframework Specialist (f/m/d),SAP SE,"Berlin, DE, 10557",38000,61000,1,,Senior
12389922,Etat Director (m/w/d),TERRITORY GmbH,"München, Köln",102000,133000,3,,
12448729,Manager eAuctions Procurement (f/m/d),LANXESS Deutschland GmbH,Köln,77000,100000,4,,
11938767,Solution Customer Success Manager (f/m/d) for SAP Business AI,SAP SE,"Berlin, DE, 10557",46000,64000,14,,
12424808,"ELLIS Doctoral Program Coordinator (m/f/div), 50–75% at the Max Planck Institute for Intelligent Systems in Tübingen",Max-Planck-Institut für Intelligente Systeme,Tübingen,,,7,,
10479174,Softwareentwickler (m/w/d) Schwerpunkt Bildverarbeitung,FERCHAU – Connecting People and Technologies,Mannheim,45000,90000,21,,
12304384,Ausbildung ab 08/2025 Fachinformatiker Anwendungsentwicklung (w/m/d),TSO-DATA GmbH,"Osnabrück, Deutschland",,,2,,Intern
12345895,Senior Machine Learning Engineer / Cloud Developer:in (d/m/w),Haufe Akademie GmbH & Co. KG,"Freiburg im Breisgau, Home-Office",51000,87000,7,Machine Learning Engineer,Senior
12430978,(Senior) Personal Assistant (f/m/d) to the General Manager of SAP Signavio P&E (Maternity Leave),SAP SE,"Berlin, DE, 10557",,,7,,Senior
12004251,(Senior) Multicontrolframework Specialist (f/m/d),SAP SE,"Walldorf, DE, 69190",36000,64000,1,,Senior
12369482,Controller (m/w/d) für unsere Immobilien-Projektentwicklungen (befristet),Swiss Life Asset Managers Deutschland GmbH,"Stuttgart, Köln, Hamburg, Frankfurt, München, Garching, Leipzig, Berlin",,,7,,
11641537,Senior Consultant Risikocontrolling Banken (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,"Düsseldorf, München, Köln, Hamburg, Stuttgart, Hannover, Berlin",,,7,,Senior
12435383,Sales Manager (m/w/d),Colt Technology Services,Frankfurt,59000,80000,7,,
12373344,Senior Legal Counsel (m/f/d),Clarios Inc.,Hannover,89000,115000,6,,Senior
12222033,Senior Network Automation Engineer (m/w/d) - 100 % Home Office,Anexia,"bundesweit, Österreich, Home-Office",51000,70000,14,,Senior
12435410,Sales Manager (m/w/d),Colt Technology Services,Düsseldorf,71000,94000,7,,
12435407,Sales Manager (m/w/d),Colt Technology Services,Stuttgart,70000,92000,7,,
11938462,Data & Risk Manager (m/w/d),Enzo,Heidelberg,40000,57000,14,,
12422385,Team Lead Digital Production (w/m/d),Siegwerk Druckfarben AG & Co. KGaA,Siegburg,103000,129000,7,,Lead
12312748,Senior IT Applications Engineer - Salesforce (m/f/x),commercetools GmbH,"Munich, Germany (Hybrid)",51000,85000,14,,Senior
12363430,Product Manager - Data & Digital Solutions (m/f/d),Intermate Media GmbH,Berlin,45000,63000,7,,
12450797,"Manager (m/f/d) Sales & Marketing Entertainment Systems, Pro Audio Division",YAMAHA Music Europe GmbH,Rellingen bei Hamburg,54000,91000,4,,
12424082,Leiter HR (m/w/d),Bantleon Invest Kapitalverwaltungsgesellschaft mbH,Hannover,74000,97000,7,,
11893431,IT-Supporter (m/w/d),FERCHAU – Connecting People and Technologies,Hamburg,40000,55000,21,,
12194022,HR Consultant Strategy & Projects (m/w/d),FERCHAU – Connecting People and Technologies,Gummersbach,55000,80000,21,,
11894237,IT-Security Consultant (m/w/d),FERCHAU – Connecting People and Technologies,Oldenburg,55000,90000,21,,
11893656,IT Servicedesk Techniker (m/w/d),FERCHAU – Connecting People and Technologies,Köln,40000,50000,21,,
11893954,IT-Specialist am Standort Norderstedt (m/w/d),FERCHAU – Connecting People and Technologies,Norderstedt,40000,85000,21,,
11894110,Cybersecurity Spezialist (m/w/d),FERCHAU – Connecting People and Technologies,Chemnitz,50000,60000,21,,
11893148,IT Security Consultant (m/w/d),FERCHAU – Connecting People and Technologies,Bremen,45000,65000,21,,
11123805,(Senior) Audit Manager - Financial Risk Audit (m/f/d),Lloyds Bank – Bank of Scotland,Berlin,80000,90000,7,,Senior
12431810,Order to Cash (O2C) Manager (m/w/d),Conet Technologies Holding GmbH,"Bonn, Düsseldorf, Frankfurt am Main, Berlin, Garching bei München, Augsburg, Karlsruhe",80000,110000,7,,
12442695,Manager:in (m/w/d) Kunden- und Marktentwicklung (KME),SOKA-BAU Urlaubs- und Lohnausgleichskasse der Bauwirtschaft,Wiesbaden,4800,6400,5,,
12457877,Laborant Qualitätssicherung (m/w/d),Sika Holding CH AG & Co KG,Stuttgart,50000,62000,2,,
12416915,Testmanager (m/w/d) Softwareentwicklung,Swiss Life Lebensversicherung SE,Garching,,,7,,
12226412,Senior Insights & Research Manager (m/f/d),Stepstone GmbH,Düsseldorf,66400,99600,14,,Senior
12445483,Intraday Trading Manager (f/m/d),Next Kraftwerke GmbH,Köln,50000,70000,4,,
12277420,Projektsachbearbeiter EMSR (m/w/d),Kraftanlagen Energies & Services SE,Brühl,37000,53000,7,,
12348418,Senior Software Entwickler (m/w/d),DAT Deutsche Automobil Treuhand GmbH,Ostfildern,59000,77000,7,,Senior
12361280,Homeoffice Senior Product Manager - Data Services chez Liveperson,LivePerson Germany GmbH,"Mannheim, Germany",45000,70000,7,,Senior
12201171,Senior Technical Product Manager - Digital Platforms & Data Solutions (m/w/d),Arise GmbH,Sandhausen,50000,69000,7,,Senior
12328783,Recruiting & Hub Coordinator (m/w/d),Amazon Europe Core,Berlin,43000,66000,14,,
12410352,Product Sales Manager - IBM / Vertrieb / Softwarelösungen (m/w/d),PKS Software GmbH,"Ravensburg, Köln, Frankfurt am Main, Hannover",38000,72000,7,,
12453404,Inside Sales Manager - Vertriebsinnendienst (m/w/d),BEXAMED GmbH,"Fürth, Nürnberg",42000,70000,2,,
12326616,(Junior) Application Manager (w/m/d) Verwahrstellensysteme,DekaBank Deutsche Girozentrale,Frankfurt am Main,,,14,,Junior
12415857,Sales Support Manager (m/w/d) Pharma & Healthcare,IQVIA Commercial GmbH & Co. OHG,Frankfurt am Main,55000,65000,7,,
12250515,Bereichsleitung IT/ GIS (m/w/d),Mercuri Urval GmbH,Mainz,220000,247000,7,,
11231423,Teamleiter (m/w/d) Network Operations,Ratiodata SE,Frankfurt am Main,63000,91000,21,,Lead
12277245,Principal Expert Steuerungsbank (m/w/d) | STBCOR,Atruvia AG,"Karlsruhe, Münster, Aschheim",62000,91000,7,,Senior
12380871,Scrum Master Kontokorrent (m/w/d) | DBALIQ,Atruvia AG,"Münster, Karlsruhe",68000,98000,3,,
12461003,Stellenanzeige_SAP Integration Specialist_0724,Häffner GmbH & Co. KG,"Asperg, Deutschland",40000,63000,2,,
12348977,Country Manager E-Commerce CH (m/w/d),Bergzeit GmbH,Otterfing,39000,56000,7,,
12030089,Prozess- und Anforderungsmanager (m/w/d) Enterprise Service Management,FERCHAU – Connecting People and Technologies,Gummersbach,50000,75000,28,,
12442264,Senior Paid Media Consultant (m/w/d),EMBRACE GmbH,Gütersloh,41000,58000,4,,Senior
12370406,Product Owner - VerbandsCockpit (m/w/d),ANWR Group eG,Mainhausen,50000,80000,6,,
12333053,Senior Database Engineer - Custom Managed IT Services (m/w/d),operational services GmbH & Co. KG,München,66000,89000,14,Data engineer,Senior
12412630,Function Owner DUV Metrology (f/m/x),ZEISS,Jena,,,7,,
12435522,Operations Manager (m/w/d),Amazon Europe Core,Wunstorf,57000,90000,7,,
12412147,Service Level Manager (m/w/d),Ratiodata SE,Weida,44000,66000,7,,
12435593,Operations Manager (m/w/d),Amazon Europe Core,Meßkirch,63000,98000,7,,
